id,year,"team_name","pit_name",age,wins,losses,win_loss_perc,earned_run_avg,games,games_started,games_finished,complete_game,shutouts,saves,innings_pitched,hits,runs,earned_runs,homeruns,walks,intentional_bb,strikeouts,hit_by_pitch,balks,wild_pitches,batters_faced,whip,hits_per_nine,homeruns_per_nine,walks_per_nine,strikeouts_per_nine,strikeouts_per_walks,"notes","created_at","updated_at","pitcher_id"
108,2016,"Tohoku Rakuten Golden Eagles","Fumiya Ono",19,0,0,0,8.78,11,0,6,0,0,0,13.1,20,14,13,1,9,0,7,0,0,3,69,2.175,13.5,0.7,6.1,4.7,0.78,"",NULL,NULL,"ono---001fum"
109,2016,"Tohoku Rakuten Golden Eagles","Takahito Otsuka",21,0,0,0,10.8,4,0,2,0,0,0,3.1,4,4,4,1,2,0,3,0,0,0,16,1.8,10.8,2.7,5.4,8.1,1.5,"",NULL,NULL,"otuka-000tak"
110,2016,"Tohoku Rakuten Golden Eagles","Ken Ray",41,0,2,0,7.27,4,4,0,0,0,0,17.1,25,15,14,2,7,0,12,1,0,0,82,1.846,13,1,3.6,6.2,1.71,"",NULL,NULL,"ray---001ken"
111,2016,"Tohoku Rakuten Golden Eagles","Takahiro Shiomi",27,8,10,0.444,3.89,24,24,0,0,0,0,148,145,67,64,14,37,1,111,3,0,0,610,1.23,8.8,0.9,2.3,6.8,3,"",NULL,NULL,"shiomi000tak"
112,2016,"Tohoku Rakuten Golden Eagles","Kenji Tomura",28,1,5,0.167,4.41,11,5,4,0,0,0,34.2,37,20,17,4,11,1,23,4,0,0,151,1.385,9.6,1,2.9,6,2.09,"",NULL,NULL,"tomura001ken"
113,2016,"Tohoku Rakuten Golden Eagles","Soma Yamauchi",30,0,0,0,0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",NULL,NULL,"yamauc001som"
114,2016,"Tohoku Rakuten Golden Eagles","Takaaki Yokoyama",25,0,0,0,6.38,19,0,5,0,0,0,18.1,30,17,13,1,10,0,9,0,0,0,94,2.182,14.7,0.5,4.9,4.4,0.9,"",NULL,NULL,"yokoya000tak"
115,2016,"Orix Buffaloes","Ken Akama",25,0,1,0,3.09,24,1,9,0,0,0,35,26,17,12,2,24,1,19,1,0,1,155,1.429,6.7,0.5,6.2,4.9,0.79,"",NULL,NULL,"akama-000ken"
116,2016,"Orix Buffaloes","Daiki Aoyama",21,0,1,0,6.75,1,1,0,0,0,0,4,4,4,3,1,2,0,5,0,0,1,18,1.5,9,2.3,4.5,11.3,2.5,"",NULL,NULL,"aoyama000dai"
117,2016,"Orix Buffaloes","Erik Cordier",30,0,2,0,7.3,13,0,7,0,0,2,12.1,11,10,10,2,15,0,14,0,0,0,63,2.108,8,1.5,10.9,10.2,0.93,"",NULL,NULL,"cordie001eri"
118,2016,"Orix Buffaloes","Brandon Dickson",31,9,11,0.45,4.36,27,27,0,2,0,0,171.1,183,86,83,17,71,0,139,5,0,7,746,1.482,9.6,0.9,3.7,7.3,1.96,"",NULL,NULL,"dickso001bra"
119,2016,"Orix Buffaloes","Motoki Higa",33,1,1,0.5,4.82,16,0,2,0,0,0,9.1,13,5,5,3,3,2,10,0,0,0,43,1.714,12.5,2.9,2.9,9.6,3.33,"",NULL,NULL,"higa--001mot"
120,2016,"Orix Buffaloes","Yoshihisa Hirano",32,4,4,0.5,1.92,58,0,47,0,0,31,61,44,13,13,2,16,0,57,1,0,4,237,0.984,6.5,0.3,2.4,8.4,3.56,"",NULL,NULL,"hirano001yos"
121,2016,"Orix Buffaloes","Ryuta Kadoya",25,0,0,0,11.57,2,0,0,0,0,0,2.1,5,3,3,1,4,0,1,0,0,0,16,3.857,19.3,3.9,15.4,3.9,0.25,"",NULL,NULL,"kadoya000ryu"
122,2016,"Orix Buffaloes","Tomoyuki Kaida",28,1,3,0.25,2.78,50,0,14,0,0,0,45.1,40,14,14,1,12,2,31,0,0,0,185,1.147,7.9,0.2,2.4,6.2,2.58,"",NULL,NULL,"kaida-000tom"
123,2016,"Orix Buffaloes","Chihiro Kaneko",32,7,9,0.438,3.83,24,23,0,2,1,0,162,143,71,69,13,59,0,125,2,0,7,676,1.247,7.9,0.7,3.3,6.9,2.12,"",NULL,NULL,"kaneko001chi"
124,2016,"Orix Buffaloes","Mamoru Kishida",35,0,0,0,7.9,16,0,1,0,0,0,13.2,20,13,12,4,6,0,11,0,0,1,66,1.902,13.2,2.6,4,7.2,1.83,"",NULL,NULL,"kishid001mam"
125,2016,"Orix Buffaloes","Satoshi Komatsu",34,0,1,0,10.8,4,1,1,0,0,0,3.1,6,4,4,1,3,0,1,0,0,1,20,2.7,16.2,2.7,8.1,2.7,0.33,"",NULL,NULL,"komats001sat"
126,2016,"Orix Buffaloes","Kazuki Kondo",32,2,2,0.5,8.24,5,5,0,0,0,0,19.2,30,19,18,3,6,0,16,0,0,1,94,1.831,13.7,1.4,2.7,7.3,2.67,"",NULL,NULL,"kondoh001kaz"
127,2016,"Orix Buffaloes","Taisuke Kondo",25,0,0,0,0,1,1,0,0,0,0,3,4,1,0,0,1,0,2,0,0,0,16,1.667,12,0,3,6,2,"",NULL,NULL,"kondo-000tai"
128,2016,"Orix Buffaloes","Takahiro Matsuba",25,7,9,0.438,3.26,28,19,3,1,0,0,132.2,128,52,48,10,41,0,82,3,0,5,563,1.274,8.7,0.7,2.8,5.6,2,"",NULL,NULL,"matsub000tak"
129,2016,"Orix Buffaloes","Pat Misch",34,0,1,0,8.44,3,1,1,0,0,0,5.1,9,5,5,1,5,0,2,1,1,0,30,2.625,15.2,1.7,8.4,3.4,0.4,"",NULL,NULL,"misch-001pat"
130,2016,"Orix Buffaloes","Yuki Nishi",25,10,12,0.455,4.14,26,26,0,2,1,0,165.1,171,80,76,4,48,1,108,8,0,2,712,1.325,9.3,0.2,2.6,5.9,2.25,"",NULL,NULL,"nishi-001yuk"
131,2016,"Orix Buffaloes","Atori Ota",26,0,0,0,9,1,0,1,0,0,0,3,5,3,3,2,1,0,2,0,0,0,15,2,15,6,3,6,2,"",NULL,NULL,"ota---001ato"
132,2016,"Orix Buffaloes","Satoshi Oyama",27,0,0,0,2.08,3,0,2,0,0,0,4.1,6,8,1,0,5,0,2,2,0,0,27,2.538,12.5,0,10.4,4.2,0.4,"",NULL,NULL,"oyama-000sat"
133,2016,"Orix Buffaloes","Koki Saito",19,0,0,0,9,1,0,0,0,0,0,4,6,4,4,2,2,0,2,0,1,0,20,2,13.5,4.5,4.5,4.5,1,"",NULL,NULL,"saito-000kok"
134,2016,"Orix Buffaloes","Shunichi Sato",25,0,0,0,13.5,5,0,4,0,0,0,7.1,18,13,11,1,6,0,6,1,0,0,46,3.273,22.1,1.2,7.4,7.4,1,"",NULL,NULL,"sato--000shu"
135,2016,"Orix Buffaloes","Tatsuya Sato",29,1,4,0.2,5.01,43,0,7,0,0,0,41.1,31,24,23,6,36,0,53,0,0,4,188,1.621,6.8,1.3,7.8,11.5,1.47,"",NULL,NULL,"sato--000tat"
136,2016,"Orix Buffaloes","Hirokazu Shiranita",30,0,0,0,10.5,7,0,1,0,0,0,6,9,8,7,1,6,0,2,0,0,1,34,2.5,13.5,1.5,9,3,0.33,"",NULL,NULL,"shiran000hir"
137,2016,"Orix Buffaloes","Yu Suzuki",19,0,0,0,33.75,1,0,0,0,0,0,1.1,5,5,5,0,3,0,3,0,0,0,12,6,33.8,0,20.3,20.3,1,"",NULL,NULL,"suzuki000yu-"
138,2016,"Orix Buffaloes","Ban Takagi",26,0,0,0,6,4,0,3,0,0,0,6,5,4,4,2,2,0,5,0,1,0,25,1.167,7.5,3,3,7.5,2.5,"",NULL,NULL,"takagi000ban"
139,2016,"Orix Buffaloes","Daiki Tomei",27,1,10,0.091,4.94,24,19,0,0,0,0,122,157,70,67,13,54,2,100,3,0,5,567,1.73,11.6,1,4,7.4,1.85,"",NULL,NULL,"tomei-000dai"
140,2016,"Orix Buffaloes","Shohei Tsukahara",23,4,1,0.8,2.67,54,0,15,0,0,0,54,44,18,16,5,31,0,40,2,0,3,240,1.389,7.3,0.8,5.2,6.7,1.29,"",NULL,NULL,"tsukah000sho"
141,2016,"Orix Buffaloes","Ryosuke Yagi",25,0,0,0,4.5,1,0,1,0,0,0,4,7,2,2,1,1,0,2,0,0,0,18,2,15.8,2.3,2.3,4.5,2,"",NULL,NULL,"yagi--000ryo"
142,2016,"Orix Buffaloes","Nobuyoshi Yamada",24,2,7,0.222,4.94,12,12,0,0,0,0,58.1,63,35,32,7,19,0,43,0,0,0,245,1.406,9.7,1.1,2.9,6.6,2.26,"",NULL,NULL,"yamada001nob"
143,2016,"Orix Buffaloes","Sachiya Yamasaki",23,3,2,0.6,3.67,17,0,0,0,0,0,61.1,55,27,25,4,23,0,37,3,0,2,260,1.272,8.1,0.6,3.4,5.4,1.61,"",NULL,NULL,"yamasa000sac"
144,2016,"Orix Buffaloes","Kazumasa Yoshida",26,5,2,0.714,2.66,54,0,13,0,0,1,50.2,37,17,15,4,16,0,36,3,0,3,204,1.046,6.6,0.7,2.8,6.4,2.25,"",NULL,NULL,"yoshid001kaz"
145,2016,"Hiroshima Carp","Steve Delabar",32,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,18,0,"",NULL,NULL,"delaba001ste"
146,2016,"Hiroshima Carp","Hirotaka Egusa",35,0,0,0,6,8,0,6,0,0,0,9,8,6,6,1,4,0,5,1,0,0,38,1.333,8,1,4,5,1.25,"",NULL,NULL,"egusa-001hir"
147,2016,"Hiroshima Carp","Yuya Fukui",28,5,4,0.556,4.34,13,13,0,0,0,0,76.2,84,38,37,9,30,0,63,4,0,0,345,1.487,9.9,1.1,3.5,7.4,2.1,"",NULL,NULL,"fukui-000yuy"
148,2016,"Hiroshima Carp","Bradin Hagens",27,7,5,0.583,2.92,50,6,7,0,0,0,83.1,71,32,27,4,33,0,33,3,0,4,342,1.248,7.7,0.4,3.6,3.6,1,"",NULL,NULL,"hagens001bra"
149,2016,"Hiroshima Carp","Yuichi Hisamoto",37,0,0,0,45,1,0,0,0,0,0,1,4,5,5,1,2,0,2,0,0,0,9,6,36,9,18,18,1,"",NULL,NULL,"hisamo001yui"
150,2016,"Hiroshima Carp","Atsuya Horie",19,0,1,0,11.37,3,1,1,0,0,0,6.1,6,8,8,2,4,0,6,1,0,0,28,1.579,8.5,2.8,5.7,8.5,1.5,"",NULL,NULL,"horie-000ats"
151,2016,"Hiroshima Carp","Ryuji Ichioka",25,1,1,0.5,1.82,27,0,6,0,0,0,24.2,16,5,5,0,10,0,21,0,0,0,96,1.054,5.8,0,3.6,7.7,2.1,"",NULL,NULL,"ichiok000ryu"
152,2016,"Hiroshima Carp","Tetsuya Iida",25,0,0,0,0,2,0,1,0,0,0,3.1,4,0,0,0,0,0,4,0,0,0,14,1.2,10.8,0,0,10.8,0,"",NULL,NULL,"iida--002tet"
153,2016,"Hiroshima Carp","Takeru Imamura",25,3,4,0.429,2.44,67,0,21,0,0,2,73.2,60,20,20,3,22,0,87,0,0,4,299,1.113,7.3,0.4,2.7,10.6,3.95,"",NULL,NULL,"imamur001tak"
154,2016,"Hiroshima Carp","Jay Jackson",28,5,4,0.556,1.71,67,0,5,0,0,0,68.1,46,15,13,4,23,0,89,0,0,1,271,1.01,6.1,0.5,3,11.7,3.87,"",NULL,NULL,"jackso001jay"
155,2016,"Hiroshima Carp","Kris Johnson",31,15,7,0.682,2.15,26,26,0,3,2,0,180.1,154,50,43,11,49,2,141,3,0,3,736,1.126,7.7,0.5,2.4,7,2.88,"",NULL,NULL,"johnso001kri"
156,2016,"Hiroshima Carp","Aren Kuri",24,2,2,0.5,4.5,27,10,7,0,0,0,80,79,47,40,9,37,0,52,1,0,0,351,1.45,8.9,1,4.2,5.9,1.41,"",NULL,NULL,"kuri--000are"
157,2016,"Hiroshima Carp","Hiroki Kuroda",41,10,8,0.556,3.09,24,24,0,1,1,0,151.2,152,54,52,14,30,3,98,3,0,3,623,1.2,9,0.8,1.8,5.8,3.27,"",NULL,NULL,"kuroda001hir"
158,2016,"Hiroshima Carp","Katsuhiro Nagakawa",35,2,0,1,6.3,11,0,4,0,0,0,10,14,7,7,1,2,0,8,1,0,0,46,1.6,12.6,0.9,1.8,7.2,4,"",NULL,NULL,"nagaka001kat"
159,2016,"Hiroshima Carp","Kyohei Nakamura",27,1,1,0.5,5.4,8,8,0,0,0,0,35,41,21,21,3,18,0,17,0,0,0,156,1.686,10.5,0.8,4.6,4.4,0.94,"",NULL,NULL,"nakamu000kyo"
160,2016,"Hiroshima Carp","Oscar Nakaoshi",25,2,0,1,6.35,23,0,5,0,0,0,22.2,32,17,16,3,7,0,13,1,0,0,105,1.721,12.7,1.2,2.8,5.2,1.86,"",NULL,NULL,"nakaos000osc"
161,2016,"Hiroshima Carp","Ren Nakata",25,1,1,0.5,16.62,8,0,0,0,0,0,4.1,5,8,8,1,4,0,6,1,0,0,23,2.077,10.4,2.1,8.3,12.5,1.5,"",NULL,NULL,"nakata001ren"
162,2016,"Hiroshima Carp","Shota Nakazaki",23,3,4,0.429,1.32,61,0,53,0,0,34,61.1,50,11,9,2,19,2,54,2,0,0,251,1.125,7.3,0.3,2.8,7.9,2.84,"",NULL,NULL,"nakaza000sho"
163,2016,"Hiroshima Carp","Keita Nishihara",27,0,0,0,12.6,2,0,2,0,0,0,5,12,7,7,1,1,0,2,0,0,0,27,2.6,21.6,1.8,1.8,3.6,2,"",NULL,NULL,"nishih000kei"
164,2016,"Hiroshima Carp","Yusuke Nomura",27,16,3,0.842,2.71,25,25,0,1,1,0,152.2,139,50,46,11,37,0,91,6,0,3,633,1.153,8.2,0.6,2.2,5.4,2.46,"",NULL,NULL,"nomura001yus"
165,2016,"Hiroshima Carp","Akitake Okada",22,4,3,0.571,3.02,18,15,0,1,0,0,89.1,89,34,30,6,25,0,60,0,2,4,375,1.276,9,0.6,2.5,6,2.4,"",NULL,NULL,"okada-002aki"
166,2016,"Hiroshima Carp","Jumpei Ono",29,0,0,0,7.36,6,0,3,0,0,0,7.1,8,7,6,2,2,0,3,2,0,0,35,1.364,9.8,2.5,2.5,3.7,1.5,"",NULL,NULL,"ono---000jum"
167,2016,"Hiroshima Carp","Daichi Osera",25,3,1,0.75,3.32,17,1,4,0,0,0,21.2,15,8,8,2,6,0,24,1,0,1,87,0.969,6.2,0.8,2.5,10,4,"",NULL,NULL,"osera-001dai"
168,2016,"Hiroshima Carp","Shoma Sato",26,0,0,0,7.71,2,0,1,0,0,0,2.1,5,2,2,0,1,0,3,1,0,0,14,2.571,19.3,0,3.9,11.6,3,"",NULL,NULL,"sato--001sho"
169,2016,"Hiroshima Carp","Takaya Toda",23,4,0,1,2.8,17,6,4,1,1,1,54.2,49,17,17,5,18,0,42,4,0,2,226,1.226,8.1,0.8,3,6.9,2.33,"",NULL,NULL,"toda--000tak"
170,2016,"Hiroshima Carp","Kazuki Yabuta",23,3,1,0.75,2.61,16,3,5,0,0,0,31,21,9,9,3,22,0,21,2,0,3,137,1.387,6.1,0.9,6.4,6.1,0.95,"",NULL,NULL,"yabuta000kaz"
171,2016,"Hiroshima Carp","Hiroki Yokoyama",24,2,2,0.5,5.47,6,5,0,0,0,0,26.1,30,19,16,3,12,0,17,5,0,2,123,1.595,10.3,1,4.1,5.8,1.42,"",NULL,NULL,"yokoya000hir"
172,2016,"Yomiuri Giants","Yuki Egarashi",29,0,1,0,7.27,2,2,0,0,0,0,8.2,14,8,7,0,7,0,4,0,0,0,47,2.423,14.5,0,7.3,4.2,0.57,"",NULL,NULL,"egaras000yuk"
173,2016,"Yomiuri Giants","Jun Hasegawa",25,0,1,0,8.53,3,1,1,0,0,0,6.1,11,6,6,0,2,0,3,0,0,0,32,2.053,15.6,0,2.8,4.3,1.5,"",NULL,NULL,"hasega000jun"
174,2016,"Yomiuri Giants","Nobutaka Imamura",22,3,4,0.429,5.59,16,14,0,0,0,0,77.1,87,49,48,11,36,0,60,2,0,3,346,1.591,10.1,1.3,4.2,7,1.67,"",NULL,NULL,"imamur000nob"
175,2016,"Yomiuri Giants","Masahiro Inui",27,0,0,0,0,2,0,1,0,0,0,2.1,1,2,0,0,2,0,3,0,0,0,12,1.286,3.9,0,7.7,11.6,1.5,"",NULL,NULL,"inui--000mas"
176,2016,"Yomiuri Giants","Yuki Koyama",27,0,1,0,4.85,9,1,2,0,0,0,13,15,7,7,1,5,1,12,0,0,0,58,1.538,10.4,0.7,3.5,8.3,2.4,"",NULL,NULL,"koyama000yuk"
177,2016,"Yomiuri Giants","Katsuhiko Kumon",24,0,0,0,3.86,12,0,5,0,0,0,11.2,10,5,5,1,3,0,12,2,0,1,50,1.114,7.7,0.8,2.3,9.3,4,"",NULL,NULL,"kumon-000kat"
178,2016,"Yomiuri Giants","Scott Mathieson",32,8,4,0.667,2.36,70,0,11,0,0,1,80,65,27,21,7,22,0,98,1,0,2,325,1.088,7.3,0.8,2.5,11,4.45,"",NULL,NULL,"mathie001sco"
179,2016,"Yomiuri Giants","Hector Mendoza",22,0,0,0,11.25,3,0,1,0,0,0,4,6,5,5,1,2,0,4,0,0,0,20,2,13.5,2.3,4.5,9,2,"",NULL,NULL,"mendoz000hec"
180,2016,"Yomiuri Giants","Miles Mikolas",27,4,2,0.667,2.45,14,14,0,1,0,0,91.2,84,35,25,10,23,0,84,4,0,0,381,1.167,8.2,1,2.3,8.2,3.65,"",NULL,NULL,"mikola001mil"
181,2016,"Yomiuri Giants","Ryosuke Miyaguni",24,4,1,0.8,2.95,34,0,6,0,0,0,39.2,38,14,13,6,9,0,14,0,0,0,162,1.185,8.6,1.4,2,3.2,1.56,"",NULL,NULL,"miyagu000ryo"
182,2016,"Yomiuri Giants","Kota Nakagawa",22,0,0,0,13.5,2,0,2,0,0,0,2,4,3,3,2,1,0,2,0,0,0,11,2.5,18,9,4.5,9,2,"",NULL,NULL,"nakaga000kot"
183,2016,"Yomiuri Giants","Kentaro Nishimura",31,0,0,0,3.21,27,0,8,0,0,0,28,30,11,10,2,16,0,25,5,0,1,134,1.643,9.6,0.6,5.1,8,1.56,"",NULL,NULL,"nishim001ken"
184,2016,"Yomiuri Giants","Kan Otake",33,6,6,0.5,3.55,17,16,0,0,0,0,91.1,91,40,36,6,30,1,71,1,0,3,393,1.325,9,0.6,3,7,2.37,"",NULL,NULL,"ohtake001kan"
185,2016,"Yomiuri Giants","Aaron Poreda",29,1,3,0.25,4,5,5,0,0,0,0,27,25,15,12,0,19,0,19,2,2,0,121,1.63,8.3,0,6.3,6.3,1,"",NULL,NULL,"poreda001aar"
186,2016,"Yomiuri Giants","Toshiki Sakurai",22,0,1,0,8.31,1,1,0,0,0,0,4.1,9,4,4,0,1,0,5,1,0,0,23,2.308,18.7,0,2.1,10.4,5,"",NULL,NULL,"sakura000tos"
187,2016,"Yomiuri Giants","Hirokazu Sawamura",28,6,4,0.6,2.66,63,0,53,0,0,37,64.1,60,20,19,5,22,0,55,1,1,9,271,1.275,8.4,0.7,3.1,7.7,2.5,"",NULL,NULL,"sawamu000hir"
188,2016,"Yomiuri Giants","Tomoyuki Sugano",26,9,6,0.6,2.01,26,26,0,5,2,0,183.1,156,46,41,12,26,0,189,4,0,1,726,0.993,7.7,0.6,1.3,9.3,7.27,"",NULL,NULL,"sugano001tom"
189,2016,"Yomiuri Giants","Kazuto Taguchi",20,10,10,0.5,2.72,26,26,0,2,1,0,162,150,54,49,15,49,0,126,6,0,1,668,1.228,8.3,0.8,2.7,7,2.57,"",NULL,NULL,"taguch000kaz"
190,2016,"Yomiuri Giants","Seiji Tahara",26,4,3,0.571,3.46,64,0,16,0,0,0,54.2,56,22,21,3,22,1,29,3,1,0,233,1.427,9.2,0.5,3.6,4.8,1.32,"",NULL,NULL,"tahara000sei"
191,2016,"Yomiuri Giants","Kentaro Taira",20,0,1,0,9.82,1,1,0,0,0,0,3.2,4,4,4,1,3,0,4,0,0,0,18,1.909,9.8,2.5,7.4,9.8,1.33,"",NULL,NULL,"taira-000ken"
192,2016,"Yomiuri Giants","Hayato Takagi",26,5,9,0.357,4.31,25,18,4,0,0,0,117,121,61,56,15,36,0,91,7,1,4,504,1.342,9.3,1.2,2.8,7,2.53,"",NULL,NULL,"takagi000hay"
193,2016,"Yomiuri Giants","Chiaki Tone",23,1,0,1,4.5,42,0,11,0,0,1,36,37,19,18,5,17,0,25,3,0,0,161,1.5,9.3,1.3,4.3,6.3,1.47,"",NULL,NULL,"tone--000chi"
194,2016,"Yomiuri Giants","Mizuki Tsuchida",26,0,0,0,6.48,7,0,3,0,0,1,8.1,12,6,6,0,3,0,6,0,0,2,38,1.8,13,0,3.2,6.5,2,"",NULL,NULL,"tsuchi000miz"
195,2016,"Yomiuri Giants","Tetsuya Utsumi",34,9,6,0.6,3.94,18,18,0,0,0,0,107.1,104,47,47,10,22,0,81,5,0,2,442,1.174,8.7,0.8,1.8,6.8,3.68,"",NULL,NULL,"utsumi001tet"
196,2016,"Yomiuri Giants","Tetsuya Yamaguchi",32,1,6,0.143,4.88,63,0,8,0,0,1,48,48,30,26,6,12,0,28,2,0,1,204,1.25,9,1.1,2.3,5.3,2.33,"",NULL,NULL,"yamagu001tet"
197,2016,"Yomiuri Giants","Toshiyuki Yanuki",32,0,0,0,2.61,8,0,3,0,0,0,10.1,10,3,3,0,5,0,11,0,0,1,42,1.452,8.7,0,4.4,9.6,2.2,"",NULL,NULL,"yanuki001tos"
198,2016,"Hanshin Tigers","Takumi Akiyama",25,1,1,0.5,4.05,8,2,5,0,0,0,20,23,9,9,1,2,0,20,0,0,0,85,1.25,10.4,0.5,0.9,9,10,"",NULL,NULL,"akiyam001tak"
199,2016,"Hanshin Tigers","Yuya Ando",38,0,1,0,2.53,50,0,7,0,0,0,42.2,29,13,12,4,12,0,24,0,0,0,164,0.961,6.1,0.8,2.5,5.1,2,"",NULL,NULL,"andoh-001yuy"
200,2016,"Hanshin Tigers","Koyo Aoyagi",22,4,5,0.444,3.29,13,12,1,0,0,0,68.1,41,31,25,1,40,0,52,8,0,2,289,1.185,5.4,0.1,5.3,6.8,1.3,"",NULL,NULL,"aoyagi000koy"
201,2016,"Hanshin Tigers","Rafael Dolis",28,3,3,0.5,2.12,34,0,19,0,0,8,34,19,11,8,0,16,1,36,2,0,1,138,1.029,5,0,4.2,9.5,2.25,"",NULL,NULL,"dolis-001raf"
202,2016,"Hanshin Tigers","Daiki Enokida",29,1,1,0.5,4.31,35,0,7,0,0,0,39.2,39,19,19,6,16,0,32,3,0,2,174,1.387,8.8,1.4,3.6,7.3,2,"",NULL,NULL,"enokid000dai"
203,2016,"Hanshin Tigers","Kyuji Fujikawa",35,5,6,0.455,4.6,43,5,15,0,0,3,62.2,58,34,32,7,30,2,70,3,0,4,275,1.404,8.3,1,4.3,10.1,2.33,"",NULL,NULL,"fujika001kyu"
204,2016,"Hanshin Tigers","Shintaro Fujinami",22,7,11,0.389,3.25,26,26,0,2,1,0,169,152,78,61,11,70,0,176,8,1,6,734,1.314,8.1,0.6,3.7,9.4,2.51,"",NULL,NULL,"fujina000shi"
205,2016,"Hanshin Tigers","Shinobu Fukuhara",39,0,0,0,5.06,9,0,1,0,0,0,5.1,8,3,3,1,1,0,6,0,0,0,23,1.688,13.5,1.7,1.7,10.1,6,"",NULL,NULL,"fukuha001shi"
206,2016,"Hanshin Tigers","Tsuyoshi Ishizaki",25,0,0,0,1.69,10,0,4,0,0,0,10.2,6,2,2,0,7,0,6,0,0,0,42,1.219,5.1,0,5.9,5.1,0.86,"",NULL,NULL,"ishiza000tsu"
207,2016,"Hanshin Tigers","Kazuo Ito",26,0,0,0,2.45,5,0,3,0,0,0,7.1,9,4,2,0,3,0,9,0,0,2,33,1.636,11,0,3.7,11,3,"",NULL,NULL,"ito---000kaz"
208,2016,"Hanshin Tigers","Yuta Iwasada",24,10,9,0.526,2.9,25,25,0,2,2,0,158.1,119,56,51,10,55,2,156,3,0,6,644,1.099,6.8,0.6,3.1,8.9,2.84,"",NULL,NULL,"iwasad000yut"
209,2016,"Hanshin Tigers","Minoru Iwata",32,0,3,0,8.85,6,4,0,0,0,0,20.1,36,23,20,4,10,1,14,2,0,3,107,2.262,15.9,1.8,4.4,6.2,1.4,"",NULL,NULL,"iwata-001min"
210,2016,"Hanshin Tigers","Suguru Iwazaki",25,3,5,0.375,3.63,16,13,1,0,0,0,74.1,73,33,30,10,27,0,59,2,0,3,319,1.345,8.8,1.2,3.3,7.1,2.19,"",NULL,NULL,"iwazak000sug"
211,2016,"Hanshin Tigers","Kazuyuki Kaneda",25,1,0,1,6,6,0,4,0,0,0,6,6,4,4,0,4,0,1,0,0,1,29,1.667,9,0,6,1.5,0.25,"",NULL,NULL,"kaneda000kaz"
212,2016,"Hanshin Tigers","Marcos Mateo",32,1,3,0.25,1.8,52,0,35,0,0,20,55,40,12,11,2,24,1,56,2,1,2,226,1.164,6.5,0.3,3.9,9.2,2.33,"",NULL,NULL,"mateo-001mar"
213,2016,"Hanshin Tigers","Ryoma Matsuda",22,1,0,1,1,22,0,7,0,0,0,27,14,3,3,2,9,2,26,0,0,1,102,0.852,4.7,0.7,3,8.7,2.89,"",NULL,NULL,"matsud000ryo"
214,2016,"Hanshin Tigers","Randy Messenger",34,12,11,0.522,3.01,28,28,0,2,1,0,185.1,178,73,62,11,60,2,177,1,0,4,791,1.284,8.6,0.5,2.9,8.6,2.95,"",NULL,NULL,"messen001ran"
215,2016,"Hanshin Tigers","Atsushi Mochizuki",18,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,1,9,0,0,9,0,"",NULL,NULL,"mochiz000ats"
216,2016,"Hanshin Tigers","Koki Moriya",22,0,1,0,8.64,4,1,2,0,0,0,8.1,16,8,8,2,4,0,7,0,0,0,44,2.4,17.3,2.2,4.3,7.6,1.75,"",NULL,NULL,"moriya000kok"
217,2016,"Hanshin Tigers","Atsushi Nomi",37,8,12,0.4,3.67,26,24,0,2,1,0,147.1,140,67,60,17,52,2,126,6,1,5,634,1.303,8.6,1,3.2,7.7,2.42,"",NULL,NULL,"nohmi-001ats"
218,2016,"Hanshin Tigers","Hiroaki Saiuchi",22,0,0,0,3,9,0,2,0,0,0,9,8,4,3,1,5,0,3,0,0,2,41,1.444,8,1,5,3,0.6,"",NULL,NULL,"saiuch000hir"
219,2016,"Hanshin Tigers","Cody Satterwhite",29,1,1,0.5,2.57,20,0,2,0,0,0,21,19,8,6,0,8,0,18,0,0,0,88,1.286,8.1,0,3.4,7.7,2.25,"",NULL,NULL,"satter001cod"
220,2016,"Hanshin Tigers","Hiroya Shimamoto",23,1,0,1,3.65,23,0,8,0,0,0,24.2,23,10,10,2,10,1,24,0,0,1,105,1.338,8.4,0.7,3.6,8.8,2.4,"",NULL,NULL,"shimam000hir"
221,2016,"Hanshin Tigers","Akifumi Takahashi",33,3,1,0.75,3.76,54,0,4,0,0,0,38.1,38,17,16,4,11,0,38,1,0,3,166,1.278,8.9,0.9,2.6,8.9,3.45,"",NULL,NULL,"takaha001aki"
222,2016,"Hanshin Tigers","Kazuya Takamiya",34,0,1,0,6.39,16,0,3,0,0,0,12.2,19,9,9,1,7,0,10,0,0,1,64,2.053,13.5,0.7,5,7.1,1.43,"",NULL,NULL,"takami001kaz"
223,2016,"Hanshin Tigers","Kojiro Tanabo",25,0,1,0,6.23,4,0,1,0,0,0,4.1,5,3,3,0,3,0,2,0,0,0,20,1.846,10.4,0,6.2,4.2,0.67,"",NULL,NULL,"tanabo000koj"
224,2016,"Hanshin Tigers","Naoto Tsuru",29,0,0,0,7.71,2,0,0,0,0,0,2.1,5,2,2,1,1,0,0,0,0,0,13,2.571,19.3,3.9,3.9,0,0,"",NULL,NULL,"tsuru-001nao"
