id,year,"team_name","pit_name",age,wins,losses,win_loss_perc,earned_run_avg,games,games_started,games_finished,complete_game,shutouts,saves,innings_pitched,hits,runs,earned_runs,homeruns,walks,intentional_bb,strikeouts,hit_by_pitch,balks,wild_pitches,batters_faced,whip,hits_per_nine,homeruns_per_nine,walks_per_nine,strikeouts_per_nine,strikeouts_per_walks,"notes","created_at","updated_at","pitcher_id"
225,2016,"Hanshin Tigers","Kazuya Tsutsui",34,0,0,0,9,1,0,1,0,0,0,1,1,1,1,0,2,0,0,0,0,0,5,3,9,0,18,0,0,"",NULL,NULL,"tsutsu001kaz"
226,2016,"Hanshin Tigers","Syoya Yamamoto",27,0,0,0,5.4,6,0,2,0,0,0,3.1,3,2,2,0,1,0,1,0,0,0,14,1.2,8.1,0,2.7,2.7,1,"",NULL,NULL,"yamamo000syo"
227,2016,"Hanshin Tigers","Yuya Yokoyama",22,2,0,1,2.93,3,3,0,0,0,0,15.1,11,7,5,2,8,1,16,0,0,1,63,1.239,6.5,1.2,4.7,9.4,2,"",NULL,NULL,"yokoya000yuy"
228,2016,"Yokohama Bay Stars","Mike Broadway",29,0,0,0,4.5,5,0,1,0,0,0,6,7,7,3,3,2,0,3,0,0,0,29,1.5,10.5,4.5,3,4.5,1.5,"",NULL,NULL,"broadw001mic"
229,2016,"Yokohama Bay Stars","Yoshiaki Fujioka",31,0,1,0,1.13,9,0,2,0,0,0,8,7,2,1,0,2,0,3,0,0,0,31,1.125,7.9,0,2.3,3.4,1.5,"",NULL,NULL,"fujiok001yos"
230,2016,"Yokohama Bay Stars","Motoharu Fukuchi",26,0,1,0,12.15,6,0,6,0,0,0,6.2,11,9,9,2,6,2,5,0,0,1,36,2.55,14.9,2.7,8.1,6.8,0.83,"",NULL,NULL,"fukuch000mot"
231,2016,"Yokohama Bay Stars","Shingo Hirata",26,0,0,0,21.6,4,0,0,0,0,0,3.1,7,9,8,2,3,0,2,1,0,0,21,3,18.9,5.4,8.1,5.4,0.67,"",NULL,NULL,"hirata000shi"
232,2016,"Yokohama Bay Stars","Shota Imanaga",22,8,9,0.471,2.93,22,22,0,0,0,0,135.1,108,47,44,16,38,1,136,2,0,1,541,1.079,7.2,1.1,2.5,9,3.58,"",NULL,NULL,"imanag000sho"
233,2016,"Yokohama Bay Stars","Shoichi Ino",30,7,11,0.389,3.5,23,23,0,2,1,0,151.2,156,65,59,14,47,2,113,6,0,6,654,1.338,9.3,0.8,2.8,6.7,2.4,"",NULL,NULL,"ino---000sho"
234,2016,"Yokohama Bay Stars","Kenta Ishida",23,9,4,0.692,3.12,25,25,0,0,0,0,153,128,53,53,21,36,1,132,1,1,5,608,1.072,7.5,1.2,2.1,7.8,3.67,"",NULL,NULL,"ishida000ken"
235,2016,"Yokohama Bay Stars","Shigeru Kaga",31,0,0,0,5.4,26,0,5,0,0,0,16.2,19,10,10,2,6,0,17,1,0,0,75,1.5,10.3,1.1,3.2,9.2,2.83,"",NULL,NULL,"kaga--001shi"
236,2016,"Yokohama Bay Stars","Hiroshi Kobayashi",27,0,0,0,27,1,0,0,0,0,0,0.1,1,1,1,1,0,0,0,0,0,0,2,3,27,27,0,0,0,"",NULL,NULL,"kobaya003hir"
237,2016,"Yokohama Bay Stars","Yota Kosugi",30,0,0,0,3.71,20,0,10,0,0,0,26.2,26,12,11,3,10,2,19,1,0,2,112,1.35,8.8,1,3.4,6.4,1.9,"",NULL,NULL,"kosugi001yot"
238,2016,"Yokohama Bay Stars","Yasutomo Kubo",35,5,8,0.385,3.55,15,15,0,1,1,0,96.1,102,44,38,5,28,4,80,3,0,4,419,1.349,9.5,0.5,2.6,7.5,2.86,"",NULL,NULL,"kubo--001yas"
239,2016,"Yokohama Bay Stars","Yuya Kubo",36,0,0,0,5.25,9,0,4,0,0,0,12,10,7,7,1,7,0,8,1,0,0,51,1.417,7.5,0.8,5.3,6,1.14,"",NULL,NULL,"kubo--001yuu"
240,2016,"Yokohama Bay Stars","Kento Kumabara",22,1,1,0.5,4.97,18,3,5,0,0,0,29,31,18,16,0,15,0,25,1,0,2,131,1.586,9.6,0,4.7,7.8,1.67,"",NULL,NULL,"kumaba000ken"
241,2016,"Yokohama Bay Stars","Yuki Kuniyoshi",24,0,0,0,21.6,1,1,0,0,0,0,1.2,4,4,4,0,3,0,2,0,0,0,12,4.2,21.6,0,16.2,10.8,0.67,"",NULL,NULL,"kuniyo000yuk"
242,2016,"Yokohama Bay Stars","Tomoya Mikami",27,2,4,0.333,2.61,59,0,14,0,0,2,58.2,47,21,17,7,18,2,36,2,0,2,241,1.108,7.2,1.1,2.8,5.5,2,"",NULL,NULL,"mikami000tom"
243,2016,"Yokohama Bay Stars","Kazuki Mishima",26,1,1,0.5,3.75,4,4,0,0,0,0,24,24,13,10,5,8,0,15,0,0,1,102,1.333,9,1.9,3,5.6,1.88,"",NULL,NULL,"mishim000kaz"
244,2016,"Yokohama Bay Stars","Daisuke Miura",42,0,3,0,11.05,3,3,0,0,0,0,14.2,29,18,18,3,4,0,14,0,0,0,75,2.25,17.8,1.8,2.5,8.6,3.5,"",NULL,NULL,"miura-001dai"
245,2016,"Yokohama Bay Stars","Guillermo Moscoso",32,5,7,0.417,5.18,13,13,0,1,0,0,80,88,47,46,15,19,1,65,0,0,5,342,1.338,9.9,1.7,2.1,7.3,3.42,"",NULL,NULL,"moscos001gui"
246,2016,"Yokohama Bay Stars","Takuto Nogawa",24,0,0,0,2.57,6,0,4,0,0,0,7,7,6,2,0,6,0,7,1,0,0,34,1.857,9,0,7.7,9,1.17,"",NULL,NULL,"nogawa000tak"
247,2016,"Yokohama Bay Stars","Shinji Ohara",31,0,0,0,4.97,16,0,0,0,0,0,12.2,15,7,7,4,6,1,14,2,0,0,59,1.658,10.7,2.8,4.3,9.9,2.33,"",NULL,NULL,"ohara-000shi"
248,2016,"Yokohama Bay Stars","Shuichiro Osada",36,0,0,0,9,6,0,1,0,0,0,4,8,4,4,0,3,0,3,1,0,0,24,2.75,18,0,6.8,6.8,1,"",NULL,NULL,"osada-001shu"
249,2016,"Yokohama Bay Stars","Zach Petrick",26,3,2,0.6,5.51,15,7,3,0,0,0,47.1,48,31,29,10,12,0,22,0,0,0,199,1.268,9.1,1.9,2.3,4.2,1.83,"",NULL,NULL,"petric000zac"
250,2016,"Yokohama Bay Stars","Kota Suda",29,5,3,0.625,2.68,62,0,11,0,0,0,53.2,54,17,16,2,18,2,49,1,0,0,233,1.342,9.1,0.3,3,8.2,2.72,"",NULL,NULL,"suda--000kot"
251,2016,"Yokohama Bay Stars","Yoshiki Sunada",20,2,2,0.5,3.78,17,8,2,0,0,0,52.1,64,26,22,5,18,1,34,2,0,0,237,1.567,11,0.9,3.1,5.8,1.89,"",NULL,NULL,"sunada000yos"
252,2016,"Yokohama Bay Stars","Kenjiro Tanaka",26,5,3,0.625,2.45,61,0,11,0,0,0,44,46,16,12,2,18,3,39,1,0,3,197,1.455,9.4,0.4,3.7,8,2.17,"",NULL,NULL,"tanaka002ken"
253,2016,"Yokohama Bay Stars","Shun Yamaguchi",28,11,5,0.688,2.86,19,19,0,5,3,0,138.2,112,48,44,10,44,0,121,4,0,5,570,1.125,7.3,0.6,2.9,7.9,2.75,"",NULL,NULL,"yamagu001shu"
254,2016,"Yokohama Bay Stars","Yasuaki Yamasaki",23,2,5,0.286,3.59,59,0,46,0,0,33,57.2,57,27,23,7,23,0,61,0,0,2,252,1.387,8.9,1.1,3.6,9.5,2.65,"",NULL,NULL,"yamasa000yas"
255,2016,"Yokohama Bay Stars","Mike Zagurski",33,3,1,0.75,4.96,32,0,9,0,0,0,32.2,37,19,18,3,19,0,34,0,1,0,151,1.714,10.2,0.8,5.2,9.4,1.79,"",NULL,NULL,"zagurs001mic"
256,2016,"Yakult Swallows","Ryo Akiyoshi",27,3,4,0.429,2.19,70,0,33,0,0,19,70,50,17,17,6,15,3,68,6,0,1,279,0.929,6.4,0.8,1.9,8.7,4.53,"",NULL,NULL,"akiyos000ryo"
257,2016,"Yakult Swallows","Nagisa Arakaki",36,1,2,0.333,6.67,6,6,0,0,0,0,29.2,33,22,22,4,15,0,23,2,0,4,136,1.618,10,1.2,4.6,7,1.53,"",NULL,NULL,"arakak001nag"
258,2016,"Yakult Swallows","Kyle Davies",32,4,5,0.444,4.39,15,15,0,0,0,0,82,84,44,40,14,31,1,64,4,0,4,361,1.402,9.2,1.5,3.4,7,2.06,"",NULL,NULL,"davies001hir"
259,2016,"Yakult Swallows","Hiroaki Dohi",25,0,0,0,8.44,4,0,1,0,0,0,5.1,8,5,5,0,4,0,5,1,0,0,28,2.25,13.5,0,6.8,8.4,1.25,"",NULL,NULL,"dohi--000hir"
260,2016,"Yakult Swallows","Masato Furuno",29,0,2,0,9.45,6,2,1,0,0,0,13.1,20,14,14,3,6,0,8,0,0,0,64,1.95,13.5,2,4.1,5.4,1.33,"",NULL,NULL,"furuno000mas"
261,2016,"Yakult Swallows","Juri Hara",22,2,8,0.2,5.91,13,13,0,0,0,0,67,80,45,44,4,25,0,33,5,0,0,298,1.567,10.7,0.5,3.4,4.4,1.32,"",NULL,NULL,"hara--000jur"
262,2016,"Yakult Swallows","Ryo Hirai",25,1,1,0.5,2.81,33,0,5,0,0,0,32,27,12,10,2,10,0,24,0,0,0,132,1.156,7.6,0.6,2.8,6.8,2.4,"",NULL,NULL,"hirai-000ryo"
263,2016,"Yakult Swallows","Masanori Ishikawa",36,8,8,0.5,4.47,20,20,0,0,0,0,116.2,126,59,58,15,33,1,52,2,1,3,500,1.363,9.7,1.2,2.5,4,1.58,"",NULL,NULL,"ishika001mas"
264,2016,"Yakult Swallows","Taichi Ishiyama",27,1,0,1,7.31,13,0,6,0,0,0,16,23,13,13,2,1,0,10,0,0,0,71,1.5,12.9,1.1,0.6,5.6,10,"",NULL,NULL,"ishiya000tai"
265,2016,"Yakult Swallows","Keiji Iwahashi",25,0,1,0,7.24,14,0,2,0,0,0,13.2,14,12,11,2,9,1,10,0,0,2,64,1.683,9.2,1.3,5.9,6.6,1.11,"",NULL,NULL,"iwahas000kei"
266,2016,"Yakult Swallows","Ren Kazahari",23,0,0,0,8.1,6,0,1,0,0,0,10,18,9,9,2,5,0,10,0,0,0,53,2.3,16.2,1.8,4.5,9,2,"",NULL,NULL,"kazaha000ren"
267,2016,"Yakult Swallows","Ryohei Kiya",27,0,0,0,27,1,0,0,0,0,0,0.2,2,2,2,0,1,0,1,0,0,0,5,4.5,27,0,13.5,13.5,1,"",NULL,NULL,"kiya--000ryo"
268,2016,"Yakult Swallows","Kazuki Kondo",32,0,0,0,3.18,8,0,3,0,0,0,11.1,14,5,4,0,6,1,10,2,0,0,54,1.765,11.1,0,4.8,7.9,1.67,"",NULL,NULL,"kondoh001kaz"
269,2016,"Yakult Swallows","Kentaro Kyuko",30,0,0,0,4.44,39,0,15,0,0,1,26.1,26,13,13,2,5,0,27,6,0,0,115,1.177,8.9,0.7,1.7,9.2,5.4,"",NULL,NULL,"kyuko-000ken"
270,2016,"Yakult Swallows","Josh Lueke",31,6,6,0.5,3.06,69,0,8,0,0,0,64.2,66,26,22,6,20,1,60,5,0,3,277,1.33,9.2,0.8,2.8,8.4,3,"",NULL,NULL,"lueke-001jos"
271,2016,"Yakult Swallows","Kenichi Matsuoka",34,2,1,0.667,3.74,53,0,8,0,0,0,55.1,54,25,23,4,31,2,39,3,0,1,246,1.536,8.8,0.7,5,6.3,1.26,"",NULL,NULL,"matsuo001ken"
272,2016,"Yakult Swallows","Kyohei Muranaka",28,7,3,0.7,3.9,52,2,8,0,0,0,67,63,29,29,9,38,0,51,5,0,1,292,1.507,8.5,1.2,5.1,6.9,1.34,"",NULL,NULL,"murana001kyo"
273,2016,"Yakult Swallows","Shogo Nakashima",24,0,0,0,6,3,0,2,0,0,0,3,4,2,2,0,2,0,2,0,0,0,14,2,12,0,6,6,1,"",NULL,NULL,"nakash000sho"
274,2016,"Yakult Swallows","Masato Nakazawa",31,1,0,1,3.54,19,0,9,0,0,0,20.1,17,8,8,3,6,1,11,3,0,1,87,1.131,7.5,1.3,2.7,4.9,1.83,"",NULL,NULL,"nakaza001mas"
275,2016,"Yakult Swallows","Yoshihisa Naruse",30,3,2,0.6,5.6,22,10,1,0,0,0,72.1,82,46,45,13,27,1,42,5,0,1,319,1.507,10.2,1.6,3.4,5.2,1.56,"",NULL,NULL,"naruse001yos"
276,2016,"Yakult Swallows","Yasuhiro Ogawa",26,8,9,0.471,4.5,25,25,0,4,1,0,158,149,82,79,22,52,0,114,6,0,3,668,1.272,8.5,1.3,3,6.5,2.19,"",NULL,NULL,"ogawa-001yas"
277,2016,"Yakult Swallows","Logan Ondrusek",31,3,1,0.75,2.45,30,0,24,0,0,11,29.1,23,10,8,0,11,1,29,0,0,0,121,1.159,7.1,0,3.4,8.9,2.64,"",NULL,NULL,"ondrus001log"
278,2016,"Yakult Swallows","Luis Perez",31,2,2,0.5,8.02,19,1,7,0,0,0,21.1,26,20,19,2,15,2,19,3,0,2,107,1.922,11,0.8,6.3,8,1.27,"",NULL,NULL,"perez-007lui"
279,2016,"Yakult Swallows","Yoshinori Sato",26,2,3,0.4,4.56,5,5,0,0,0,0,25.2,26,16,13,1,20,0,18,1,0,2,120,1.792,9.1,0.4,7,6.3,0.9,"",NULL,NULL,"sato--002yos"
280,2016,"Yakult Swallows","Toshihiro Sugiura",24,3,2,0.6,7.14,17,11,1,0,0,0,51.2,75,43,41,6,25,2,45,1,0,2,252,1.935,13.1,1,4.4,7.8,1.8,"",NULL,NULL,"sugiur000tos"
281,2016,"Yakult Swallows","Singo Takeshita",25,0,0,0,13.5,1,0,0,0,0,0,2.2,2,4,4,2,6,0,1,0,0,0,15,3,6.8,6.8,20.3,3.4,0.17,"",NULL,NULL,"takesh000sin"
282,2016,"Yakult Swallows","Shohei Tateyama",35,1,4,0.2,7.24,10,9,0,0,0,0,46,65,39,37,5,26,0,33,5,0,5,230,1.978,12.7,1,5.1,6.5,1.27,"",NULL,NULL,"tateya001sho"
283,2016,"Yakult Swallows","Tetsuya Terada",29,0,1,0,27,2,1,0,0,0,0,2,4,6,6,0,5,0,0,1,0,1,15,4.5,18,0,22.5,0,0,"",NULL,NULL,"terada000tet"
284,2016,"Yakult Swallows","Takeaki Tokuyama",26,0,0,0,12.46,3,0,1,0,0,0,4.1,6,6,6,1,3,0,3,0,0,0,21,2.077,12.5,2.1,6.2,6.2,1,"",NULL,NULL,"tokuya000tak"
285,2016,"Yakult Swallows","Ryosuke Yagi",25,0,1,0,12,1,1,0,0,0,0,3,6,4,4,0,3,0,6,0,0,1,19,3,18,0,9,18,2,"",NULL,NULL,"yagi--000ryo"
286,2016,"Yakult Swallows","Hirofumi Yamanaka",30,6,12,0.333,3.54,22,22,0,3,1,0,140,140,56,55,17,20,2,54,9,0,1,578,1.143,9,1.1,1.3,3.5,2.7,"",NULL,NULL,"yamana000hir"
287,2016,"Chunichi Dragons","Takuma Achira",23,0,0,0,2.51,13,0,6,0,0,0,14.1,12,4,4,2,4,0,14,1,0,1,59,1.116,7.5,1.3,2.5,8.8,3.5,"",NULL,NULL,"achira000tak"
288,2016,"Chunichi Dragons","Hiroto Fuku",24,1,2,0.333,4.78,27,1,12,0,0,0,43.1,42,26,23,1,18,0,31,3,0,2,186,1.385,8.7,0.2,3.7,6.4,1.72,"",NULL,NULL,"fuku--000hir"
289,2016,"Chunichi Dragons","Koji Fukutani",25,1,2,0.333,4.05,41,0,22,0,0,8,40,45,18,18,6,9,0,23,2,0,5,171,1.35,10.1,1.4,2,5.2,2.56,"",NULL,NULL,"fukuta000koj"
290,2016,"Chunichi Dragons","Tatsuro Hamada",21,0,1,0,15.75,1,1,0,0,0,0,4,8,7,7,0,5,0,0,0,0,1,25,3.25,18,0,11.3,0,0,"",NULL,NULL,"hamada000tat"
291,2016,"Chunichi Dragons","Junki Ito",25,1,2,0.333,6.05,6,3,1,0,0,0,19.1,22,14,13,2,9,0,12,0,0,1,89,1.603,10.2,0.9,4.2,5.6,1.33,"",NULL,NULL,"ito---001jun"
292,2016,"Chunichi Dragons","Hitoki Iwase",41,0,2,0,6.1,15,0,5,0,0,0,10.1,14,8,7,1,3,0,5,0,0,0,48,1.645,12.2,0.9,2.6,4.4,1.67,"",NULL,NULL,"iwase-001hit"
293,2016,"Chunichi Dragons","Shinji Iwata",29,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",NULL,NULL,"iwata-001shi"
294,2016,"Chunichi Dragons","Takeshi Kaneko",23,0,0,0,18,1,0,1,0,0,0,1,2,2,2,1,1,0,0,0,0,0,6,3,18,9,9,0,0,"",NULL,NULL,"kaneko000tak"
295,2016,"Chunichi Dragons","Yudai Kawai",36,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",NULL,NULL,"kawai-001sus"
296,2016,"Chunichi Dragons","Katsuki Matayoshi",25,6,6,0.5,2.8,62,0,14,0,0,0,54.2,58,22,17,3,17,0,55,3,0,1,239,1.372,9.5,0.5,2.8,9.1,3.24,"",NULL,NULL,"matayo000kat"
297,2016,"Chunichi Dragons","Yuta Muto",27,0,0,0,3.38,4,0,1,0,0,0,5.1,9,3,2,0,3,0,3,0,0,0,28,2.25,15.2,0,5.1,5.1,1,"",NULL,NULL,"muto--000yut"
298,2016,"Chunichi Dragons","Drew Naylor",30,1,2,0.333,4.62,7,7,0,0,0,0,37,34,21,19,3,18,0,34,3,0,1,163,1.405,8.3,0.7,4.4,8.3,1.89,"",NULL,NULL,"naylor001dre"
299,2016,"Chunichi Dragons","Jordan Norberto",29,6,6,0.5,4.24,22,21,0,0,0,0,121,111,62,57,12,54,0,108,8,0,5,523,1.364,8.3,0.9,4,8,2,"",NULL,NULL,"norber001jor"
300,2016,"Chunichi Dragons","Shinnosuke Ogasawara",18,2,6,0.25,3.36,15,0,0,0,0,0,72.1,56,30,27,7,40,0,58,2,0,4,310,1.327,7,0.9,5,7.2,1.45,"",NULL,NULL,"ogasaw000shi"
301,2016,"Chunichi Dragons","Ryuya Ogawa",24,1,1,0.5,2.27,44,0,6,0,0,0,31.2,21,10,8,1,9,0,34,3,0,1,126,0.947,6,0.3,2.6,9.7,3.78,"",NULL,NULL,"ogawa-000ryu"
302,2016,"Chunichi Dragons","Ryosuke Oguma",25,5,2,0.714,2.8,14,8,3,1,1,0,54.2,43,17,17,4,29,1,25,1,0,3,231,1.317,7.1,0.7,4.8,4.1,0.86,"",NULL,NULL,"oguma-000ryo"
303,2016,"Chunichi Dragons","Toshiya Okada",24,3,1,0.75,3.2,57,0,10,0,0,0,64.2,62,28,23,4,18,0,66,2,0,1,273,1.237,8.6,0.6,2.5,9.2,3.67,"",NULL,NULL,"okada-000tos"
304,2016,"Chunichi Dragons","Yudai Ono",27,7,10,0.412,3.54,19,19,0,3,1,0,129.2,126,59,51,11,37,0,85,2,0,0,547,1.257,8.7,0.8,2.6,5.9,2.3,"",NULL,NULL,"ono---000yud"
305,2016,"Chunichi Dragons","Yu Sato",23,1,0,1,3.67,14,4,2,0,0,0,27,21,12,11,1,21,0,18,1,1,2,123,1.556,7,0.3,7,6,0.86,"",NULL,NULL,"sato--000yu-"
306,2016,"Chunichi Dragons","Leyson Septimo",30,0,1,0,4.26,3,1,1,0,0,0,6.1,8,4,3,0,3,0,1,0,0,1,30,1.737,11.4,0,4.3,1.4,0.33,"",NULL,NULL,"septim001ley"
307,2016,"Chunichi Dragons","Daisuke Sobue",28,0,4,0,3.14,46,0,10,0,0,0,43,32,18,15,3,18,0,31,2,0,1,177,1.163,6.7,0.6,3.8,6.5,1.72,"",NULL,NULL,"sobue-000dai"
308,2016,"Chunichi Dragons","Shinji Tajima",26,3,4,0.429,2.44,59,0,30,0,0,17,59,50,16,16,5,25,1,61,3,0,5,248,1.271,7.6,0.8,3.8,9.3,2.44,"",NULL,NULL,"tajima000shi"
309,2016,"Chunichi Dragons","Raul Valdes",38,6,7,0.462,3.51,20,0,0,0,0,0,125.2,122,54,49,17,39,0,103,8,0,0,534,1.281,8.7,1.2,2.8,7.4,2.64,"",NULL,NULL,"valdes001rau"
310,2016,"Chunichi Dragons","Shunta Wakamatsu",21,7,8,0.467,4.06,19,18,0,3,0,0,115.1,127,55,52,10,37,0,85,0,0,3,497,1.422,9.9,0.8,2.9,6.6,2.3,"",NULL,NULL,"wakama000shu"
311,2016,"Chunichi Dragons","Tomoya Yagi",32,0,0,0,1.5,1,1,0,0,0,0,6,3,1,1,1,2,0,2,0,0,0,22,0.833,4.5,1.5,3,3,1,"",NULL,NULL,"yagi--001tom"
312,2016,"Chunichi Dragons","Daisuke Yamai",38,1,8,0.111,4.52,33,6,10,0,0,0,63.2,60,33,32,9,23,1,45,4,0,5,276,1.304,8.5,1.3,3.3,6.4,1.96,"",NULL,NULL,"yamai-001dai"
313,2016,"Chunichi Dragons","Kazuki Yoshimi",31,6,7,0.462,3.08,21,21,0,1,0,0,131.1,134,49,45,11,27,2,81,0,0,1,535,1.226,9.2,0.8,1.9,5.6,3,"",NULL,NULL,"yoshim001kaz"
314,2016,"Hokkaido Nippon Ham Fighters","Hayato Arakaki",30,0,0,0,3.86,4,1,3,0,0,0,9.1,12,4,4,1,0,0,7,1,0,0,39,1.286,11.6,1,0,6.8,0,"",NULL,NULL,"arakak000hay"
315,2016,"Hokkaido Nippon Ham Fighters","Kohei Arihara",23,11,9,0.55,2.94,22,22,0,2,1,0,156,150,52,51,13,38,1,103,2,1,3,640,1.205,8.7,0.8,2.2,5.9,2.71,"",NULL,NULL,"arihar000koh"
316,2016,"Hokkaido Nippon Ham Fighters","Anthony Bass",28,8,8,0.5,3.65,37,14,4,0,0,0,103.2,102,48,42,7,47,4,71,4,0,2,452,1.437,8.9,0.6,4.1,6.2,1.51,"",NULL,NULL,"bass--001ant"
317,2016,"Hokkaido Nippon Ham Fighters","Yodai Enoshita",27,1,0,1,3.58,16,0,11,0,0,0,27.2,22,11,11,5,17,2,21,1,0,1,119,1.41,7.2,1.6,5.5,6.8,1.24,"",NULL,NULL,"enoshi000yod"
318,2016,"Hokkaido Nippon Ham Fighters","Yoshiaki Fujioka",31,0,0,0,27,1,0,0,0,0,0,0.2,2,2,2,0,0,0,1,0,0,0,4,3,27,0,0,13.5,0,"",NULL,NULL,"fujiok001yos"
319,2016,"Hokkaido Nippon Ham Fighters","Akihiro Hakumura",24,3,1,0.75,2.63,22,0,5,0,0,0,24,20,7,7,3,14,0,19,1,0,1,101,1.417,7.5,1.1,5.3,7.1,1.36,"",NULL,NULL,"hakumu000aki"
320,2016,"Hokkaido Nippon Ham Fighters","Kazutomo Iguchi",22,0,1,0,3.86,37,0,13,0,0,0,42,39,18,18,6,10,1,27,2,0,3,174,1.167,8.4,1.3,2.1,5.8,2.7,"",NULL,NULL,"iguchi000kaz"
321,2016,"Hokkaido Nippon Ham Fighters","Yuya Ishii",34,0,0,0,1.65,22,0,1,0,0,0,16.1,11,3,3,0,4,0,16,0,0,0,63,0.918,6.1,0,2.2,8.8,4,"",NULL,NULL,"ishii-001yuy"
322,2016,"Hokkaido Nippon Ham Fighters","Naoya Ishikawa",19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,9,0,0,"",NULL,NULL,"ishika000nao"
323,2016,"Hokkaido Nippon Ham Fighters","Yohei Kagiya",25,5,3,0.625,4.23,48,0,19,0,0,3,44.2,37,23,21,3,21,1,38,0,0,4,187,1.299,7.5,0.6,4.2,7.7,1.81,"",NULL,NULL,"kagiya000yoh"
324,2016,"Hokkaido Nippon Ham Fighters","Masashi Kanehira",25,0,0,0,0,1,0,0,0,0,0,0.2,0,0,0,0,1,0,0,1,0,0,4,1.5,0,0,13.5,0,0,"",NULL,NULL,"kanehi000mas"
325,2016,"Hokkaido Nippon Ham Fighters","Takayuki Kato",24,7,3,0.7,3.45,30,16,1,0,0,0,91.1,91,37,35,4,31,1,64,2,0,1,392,1.336,9,0.4,3.1,6.3,2.06,"",NULL,NULL,"kato--007tak"
326,2016,"Hokkaido Nippon Ham Fighters","Chris Martin",30,2,0,1,1.07,52,0,28,0,0,21,50.2,25,8,6,2,7,0,57,0,3,2,182,0.632,4.4,0.4,1.2,10.1,8.14,"",NULL,NULL,"martin009chr"
327,2016,"Hokkaido Nippon Ham Fighters","Hirotoshi Masui",32,10,3,0.769,2.44,30,8,15,2,1,10,81,71,22,22,5,26,2,71,3,0,3,333,1.198,7.9,0.6,2.9,7.9,2.73,"",NULL,NULL,"masui-001hir"
328,2016,"Hokkaido Nippon Ham Fighters","Luis Mendoza",32,7,8,0.467,3.88,23,22,0,0,0,0,132.1,135,64,57,13,45,2,77,4,0,7,573,1.36,9.2,0.9,3.1,5.2,1.71,"",NULL,NULL,"mendoz002lui"
329,2016,"Hokkaido Nippon Ham Fighters","Naoki Miyanishi",31,3,1,0.75,1.52,58,0,6,0,0,2,47.1,28,11,8,0,22,1,36,5,0,1,190,1.056,5.3,0,4.2,6.8,1.64,"",NULL,NULL,"miyani001nao"
330,2016,"Hokkaido Nippon Ham Fighters","Masaru Nakamura",24,0,1,0,6,2,2,0,0,0,0,12,10,8,8,2,6,0,9,0,0,1,52,1.333,7.5,1.5,4.5,6.8,1.5,"",NULL,NULL,"nakamu002mas"
331,2016,"Hokkaido Nippon Ham Fighters","Shohei Otani",21,10,4,0.714,1.86,21,20,0,4,1,0,140,89,33,29,4,45,0,174,8,0,6,548,0.957,5.7,0.3,2.9,11.2,3.87,"",NULL,NULL,"otani-000sho"
332,2016,"Hokkaido Nippon Ham Fighters","Yuki Saito",28,0,1,0,4.56,11,3,3,0,0,0,23.2,26,12,12,2,11,0,14,2,0,3,104,1.563,9.9,0.8,4.2,5.3,1.27,"",NULL,NULL,"saito-000yuk"
333,2016,"Hokkaido Nippon Ham Fighters","Hayao Segawa",29,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,9,0,0,"",NULL,NULL,"segawa000hay"
334,2016,"Hokkaido Nippon Ham Fighters","Hirotoshi Takanashi",25,10,2,0.833,2.38,37,14,9,1,1,0,109.2,79,30,29,6,36,0,86,4,0,0,439,1.049,6.5,0.5,3,7.1,2.39,"",NULL,NULL,"takana000hir"
335,2016,"Hokkaido Nippon Ham Fighters","Hisashi Takeda",37,0,0,0,14.54,5,0,3,0,0,0,4.1,11,7,7,0,1,0,0,2,0,0,27,2.769,22.8,0,2.1,0,0,"",NULL,NULL,"takeda001his"
336,2016,"Hokkaido Nippon Ham Fighters","Masaru Takeda",37,0,0,0,0,1,1,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0,"",NULL,NULL,"takeda001mas"
337,2016,"Hokkaido Nippon Ham Fighters","Toyoki Tanaka",22,0,0,0,0,4,0,1,0,0,0,3.1,2,0,0,0,3,0,2,0,0,0,14,1.5,5.4,0,8.1,5.4,0.67,"",NULL,NULL,"tanaka000toy"
338,2016,"Hokkaido Nippon Ham Fighters","Keisuke Tanimoto",31,3,2,0.6,2.32,58,0,5,0,0,3,50.1,41,14,13,4,16,0,44,1,0,0,206,1.132,7.3,0.7,2.9,7.9,2.75,"",NULL,NULL,"tanimo001kei"
339,2016,"Hokkaido Nippon Ham Fighters","Kenta Uehara",22,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,1,9,0,0,9,0,"",NULL,NULL,"uehara000ken"
